"ef_regulation","ef_trade","ef_money","ef_legal","ef_government","pf_identity","pf_expression","pf_association","pf_religion","pf_movement","pf_ss","pf_rol","pf_ss_homicide","pf_ss_disappearances_disap","pf_ss_disappearances_violent","pf_ss_disappearances_organized","pf_ss_disappearances_fatalities","pf_ss_disappearances_injuries"
6.253058778,6.697035306,7.188562368,5.511047697,6.556459368,5,9.261904762,8.5,7.562037037,10,9.008827092,5.36984127,9.326481275,10,10,7.5,10,10
5.717122922,7.578192643,9.573822887,5.372262872,5.101971613,10,8.75,10,8.633333333,10,9.635188732,5.793650794,9.416430829,10,10,7.5,10,9.945676831
6.741922959,8.187003685,9.386859839,4.291375871,8.463260624,6.25,7.273809524,7.5,8.801851852,10,6.329549851,4.073015873,0,10,10,5,9.956344429,9.986903329
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
6.622181401,6.133192965,6.587696032,3.033834371,7.414705882,3.75,6.604166667,7.32216842980974,7.819444444,10,6.75659263,2.959626,5.810474477,10,10,2.5,9.796517064,10
7.281699867,7.021192461,7.949550801,4.501303928,4.750980392,10,8.375,8.21428602446072,9.686111111,10,7.372364694,4.44756,2.617094083,10,10,7.5,10,10
6.766851933,7.036776164,7.120209563,2.228765975,6.838046963,6.25,8.726190476,9.25,9.592592593,10,7.439158648,3.227454,5.984142612,5,10,5,10,10
6.652483582,7.498605884,9.388340437,3.437340577,8.808823529,8.75,5.619047619,6.75,7.981111111,6.666666667,5.722222222,3.480403,0,5,10,5,10,10
9.404904982,9.362416758,9.187755858,7.963019393,8.890999142,10,8.94047619,9.75,9.044074074,10,9.671563654,7.387301587,9.848024295,10,10,10,10,10
7.739611612,7.633132914,9.521716862,6.023834496,5.720404147,10,8.964285714,9.25,8.781111111,10,9.610261439,5.706349206,9.497450982,10,10,7.5,10,10
7.720718074,6.765575843,6.699608526,8.173364096,5.317160036,10,9.678571429,10,8.861111111,10,9.95904065,7.706134,9.87712195,10,10,10,10,10
6.634859138,6.174213766,6.727816865,5.492304384,7.689551984,10,7.725175028,9.75,8.179259259,8.333333333,7.091205079,4.131746032,8.496420438,0,9.892061579,5,9.930328257,9.896917489
6.361347709,6.809868338,8.907223028,4.419085338,7.716656535,5,7.823553117,9,7.121296296,6.666666667,9.197543811,4.242857143,9.765994681,10,10,7.5,9.98258889,9.983928206
4.435701251,2.584036177,6.378456128,4.210225258,7.214922263,0,3.329441672,3,5.067592593,0,7.365606783,3.76984127,8.947767858,0,10,2.5,9.943320723,9.9686084
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
8.05773624,8.649502569,9.672242369,7.927056996,5.605364523,10,9.547619048,9.75,6.864814815,10,9.682275404,7.79541,9.546826212,10,10,7.5,10,10
7.174538167,7.85543488,9.39186885,5.944689875,6.435458283,10,7.160605554,9.75,8.468518519,3.333333333,9.008234344,6.590184,9.303815184,10,7.303162463,5,9.410066789,7.724543328
7.468061209,7.614717495,9.66216424,5.926714419,5.403697643,10,9.011720698,10,6.956481481,10,9.825917924,6.688888889,9.64509226,10,10,10,10,9.996640898
7.515595466,7.266974028,8.608404992,4.716852565,7.616874369,7.5,9.523809524,8.5,8.706111111,8.333333333,6.333333333,4.563492063,0,10,10,5,10,10
7.966456308,7.3930998,9.841896762,7.341398716,5.768764585,10,9.30952381,8.25,8.373703704,10,9.955460865,7.219047619,9.866382596,10,10,10,10,10
7.686703952,7.902523986,9.221399031,4.850346877,8.157767433,5,7.464285714,6,4.438518519,6.666666667,7.64638996,5.380952381,9.194251964,5,10,10,9.958294615,9.599628305
7.936258324,5.729862414,8.461418677,6.096258795,7.46987448,10,6.047619048,3,6.366296296,6.666666667,8.164071222,4.506349206,7.007300732,0,10,7.5,9.960297195,9.964267476
7.471570162,6.655062149,8.779266683,4.724064492,7.801511731,5,8.166666667,9,8.066111111,5,7.739053917,3.547619048,7.823923584,10,10,2.5,9.205742403,8.093781767
7.256046195,7.551983921,9.546847817,6.31935047,6.556841641,10,8.75,8.5,7.792592593,8.333333333,9.723628552,7.579365079,9.670885656,10,10,7.5,10,10
7.497110691,7.3147928,7.887353753,5.706425508,6.253103606,3.75,6.44047619,5.25,7.218148148,3.333333333,8.20491568,5.7867,9.281413707,10,10,7.5,10,10
6.330347044,6.504944409,8.363152024,4.458477895,7.710376774,10,6.074978004,4.75393723377627,6.313888889,5,7.560356281,3.823809524,7.84773551,0,10,2.5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
7.841037765,8.062840951,8.961917893,6.455339932,6.501114008,10,9.285714286,10,8.19962963,10,9.548323134,6.352115,8.644969401,10,10,10,10,10
5.940076774,7.059576351,9.37045452,3.877495837,8.545240112,2.5,6.964285714,9,8.533333333,5,7.794796314,4.90952381,8.421610592,5,10,2.5,9.389797909,6.257427176
7.364281128,6.141701319,7.917510187,4.603164717,4.905423022,7.5,7.645833333,9.64522124230892,6.838888889,10,5.111111111,4.789785,0,10,10,7.5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
7.651463462,7.595169363,8.87834317,6.387071328,7.107981953,10,9.428571429,10,8.552222222,10,9.113231746,6.426511,7.339695237,10,10,10,10,10
7.663719231,8.12661232,9.260468246,8.207224663,4.02794581,10,9.583333333,10,8.108888889,10,9.975522638,7.854927,9.926567913,10,10,9.06729100725888,10,10
8.31878688,7.679810511,8.183906925,5.253975365,6.723166564,10,7.208333333,9.00737162929311,8.708333333,10,9.593328928,5.493650794,9.440704019,10,10,7.5,9.19641382,10
6.061053959,6.108877333,8.040056159,2.989490553,9.21289304,8.75,7.976190476,8.5,9.459259259,8.333333333,7.330133102,3.504761905,6.329102591,10,10,5,10,9.973150245
6.581988966,6.359681749,6.596643038,4.842988413,6.49526642,7.5,7.395833333,7.19312871456263,8.136111111,8.333333333,9.546683194,5.19047619,9.306716248,10,10,7.5,10,10
8.539585934,7.601070116,6.499101836,5.662438308,5.958771808,3.75,6.25,5,6.893148148,5,9.167299499,5.188888889,9.174507248,10,10,10,9.977145826,9.993143748
6.745592904,6.362620031,6.367294388,3.530726065,6.966644212,5,6.845238095,9.75,6.996296296,6.666666667,5.474765192,4.194611,5.128029916,10,5.460225852,2.5,9.916701392,9.437734394
7.632808721,8.103889976,9.470224685,7.187463136,5.755304672,10,9.488095238,10,6.865185185,10,9.619761923,7.215116,8.85928577,10,10,8.31229767193059,10,10
6.27573104,6.204555076,6.850273536,3.688089255,5.383333333,3.75,7.654761905,8.5,6.95,6.666666667,5.973049827,3.926783,5.652482815,5,10,5,10,10
8.38598806,8.402402635,9.434282023,6.557722779,7.945287875,7.5,9.30952381,8.75,9.485185185,10,9.691498633,6.619943,9.074495899,10,10,10,10,10
7.205626747,7.018650261,8.102074999,4.460807193,6.773641609,10,7.421563266,7.75,6.794814815,10,6.241658416,3.512698413,1.403670003,0,10,7.5,9.953101497,9.98675807
7.0415419,6.813597855,7.740521779,5.112513307,6.484433194,10,7.541666667,5.5024897597728,8.635,8.333333333,8.639366076,3.946031746,7.75143156,10,10,5,10,10
7.3037419,6.89901075,7.595863924,5.525099029,7.794434883,10,8.952380952,8,8.087037037,10,8.890504529,5.187301587,7.171513588,10,10,7.5,10,10
7.734673314,7.730487263,8.025521915,5.834385524,6.901960784,10,8.1875,8.94116695269855,7.078333333,10,9.471469137,5.206406,8.91440741,10,10,7.5,10,10
6.050246494,7.130565765,7.136424721,5.484527328,5.915131482,5,7.200001172,7.5,6.587037037,8.333333333,8.069024316,3.738095238,9.540406283,5,10,5,10,10
6.091911492,6.606908973,6.353045762,4.038766311,6.575401881,5,8.880952381,9,8.471851852,5,8.098705529,4.328525,8.63827767,10,10,5,9.987018014,9.968843234
4.744302184,5.5806781,6.459973194,3.148438303,5.064705882,3.75,6.619047619,3,7.731481481,1.666666667,8.207401493,3.087301587,8.873427589,5,5.410551112,2.5,10,10
7.642481002,6.334174981,6.665131646,6.200810492,7.11469267,6.25,8.071428571,7.5,8.224074074,10,6.992669937,5.578389,3.144676479,10,10,7.5,10,10
6.64132226,6.39639669,6.400329901,3.749527998,7.39291909,10,5.614288618,6.25,8.312962963,8.333333333,9.22475297,4.455555556,9.07124522,10,10,7.5,9.89150061,9.790234512
7.974280135,8.465173743,9.524924171,8.150307367,3.586045687,10,9.738095238,10,7.226851852,10,9.662623665,8.187301587,9.654537663,10,10,7.5,10,10
9.106324234,8.506678118,9.623284156,8.764881462,6.347394701,10,9.607142857,8.5,8.846296296,10,9.877641425,7.738095238,9.632924275,10,10,10,10,10
7.249531924,7.776708833,8.489990959,4.686212813,8.58306359,8.75,8.261904762,5.5,8.425555556,6.666666667,7.75094973,3.761904762,5.419515857,10,10,7.5,10,10
6.264050172,4.43903137,6.582380479,3.526272233,6.959809264,7.5,8.642857143,8.25,7.777777778,3.333333333,7.939542096,4.120214,8.222386047,10,10,5,9.981201206,10
6.973157924,6.677336203,7.461407425,3.266062785,6.715082682,2.5,8.388741428,9,7.805555556,1.666666667,5.571702703,3.593650794,5.712915418,0,8.384114034,2.5,7.00333848,8.79017761
7.448381377,7.370905433,9.440084001,8.592598932,5.062903961,10,9.75,10,9.472222222,10,9.872616931,8.711111111,9.78451746,10,10,10,10,10
8.695599955,8.266834826,7.555476492,6.047328904,4.612665422,0,6.05952381,3.25,7.244074074,6.666666667,7.84991243,6.084287,9.549737289,5,10,7.5,10,10
6.36885803,6.365616343,6.020927062,3.56905294,8.418866215,1.25,6.622567527,8.25,7.53,3.333333333,5.669016999,3.244444444,6.886992143,0,4.770809303,2.5,4.789545206,5.206606421
7.011416186,8.219673226,8.880746993,5.219904156,7.374258695,10,8.511904762,10,7.857407407,10,7.748880757,4.617460317,3.246642272,10,10,10,10,10
8.072818011,7.019896345,7.556130755,4.558737342,7.334312897,5,8.75,5,4.8875,8.333333333,7.676142722,3.941662,6.861761499,10,10,7.5,10,10
6.399594338,7.061081359,9.109656157,3.575373179,8.314095179,10,8.25,6,8.546296296,10,8.302515001,3.926783,5.930536324,10,10,5,9.947747,9.937296399
7.626336372,8.466181461,9.317897559,4.836096794,7.593686345,10,8.69047619,7.25,6.594444444,10,8.952371801,4.801587302,7.389830938,10,10,7.5,9.889474549,9.946947783
7.229375518,6.694734527,9.41980594,4.418428708,8.593444462,10,7.214990144,6.25,8.311111111,8.333333333,7.822458937,3.734920635,6.496626775,5,8.984858654,2.5,9.277357008,9.091534524
7.683210234,7.351330304,9.552792824,6.237494024,5.793037765,10,9.214285714,9.5,8.567777778,10,9.868815052,6.858730159,9.606445155,10,10,10,10,10
6.891811996,7.889655191,9.718053565,6.886118138,5.16938812,10,9.547619048,10,9.175925926,10,9.846277246,6.461904762,9.538831738,10,10,10,10,10
8.765284886,7.789460464,7.935431746,6.46634535,6.537882662,0,6.369047619,2.25,6.04037037,3.333333333,7.066868246,6.753857,9.867271403,5,10,10,10,10
7.76141566,7.739973969,9.379423627,5.559493359,6.898771239,10,8.857142857,8,8.509259259,10,9.750139493,6.195238095,9.250418479,10,10,10,10,10
6.782611261,6.045754305,8.629807166,5.176625149,6.624407086,10,7.56690726,4.5,5.660740741,6.666666667,7.407103144,4.047619048,5.609107502,0,8.798896739,5,9.625237161,9.636875758
8.348110791,7.119895502,8.901201952,6.736556249,5.516091525,8.75,6.602764605,3.25,6.13,6.666666667,7.887079048,4.834422,9.050872229,0,7.435624837,5,9.691039137,9.258493929
8.090377302,6.107737602,7.70344549,5.194328677,5,0,4.494016877,0.25,6.879259259,0,7.292933335,5.578389,9.401720257,0,10,5,9.954159494,9.93123924
5.924223501,7.046920455,7.027297328,3.904931539,5.580882353,2.5,8.404761905,9.25,8.138518519,5,7.433840954,4.973015873,6.596120166,10,10,2.5,9.610805395,9.416208092
6.563226137,7.167666115,7.868781051,4.910669454,6.238501089,10,8.642857143,7.5,7.567777778,6.666666667,9.105752593,4.634920635,9.504297429,10,10,7.5,9.953697768,9.944437322
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
6.067249122,6.873673661,7.136906648,3.93600823,7.325380152,5,7.226190476,5.25,9.092592593,3.333333333,8.010654686,4.125396825,9.331964057,10,10,7.5,10,10
8.956404935,8.862795719,9.032916546,8.191138363,8.173590329,7.5,6.285714286,3,5.120740741,6.666666667,9.138841238,8.085714286,9.916523714,10,10,10,10,10
7.411313445,7.868087945,9.574941143,5.630845471,6.423913589,10,9.392857143,10,9.235185185,10,9.678267957,5.905734,9.53480387,10,10,7.5,10,10
6.802383769,7.363897418,9.497790223,5.891585714,4.639451029,10,9.321428571,10,8.536666667,10,9.742735599,6.761904762,9.728206796,10,10,7.5,10,10
7.147348419,7.20406883,8.101114023,5.924841511,6.544009711,10,8.630952381,8,7.709259259,10,5.830230503,5.065079365,0,5,10,2.5,9.968552399,9.984905151
6.884797276,7.718431812,9.744802761,6.699701993,5.679695945,10,8.904761905,9.25,8.539259259,10,9.174201119,6.882539683,9.689270024,0,10,10,10,10
6.736713205,6.89409681,6.492189576,5.146986044,8.36827178,1.25,7.047619048,7.25,5.807407407,5,8.002492765,4.341269841,8.676103347,0,10,5,10,9.990208078
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
6.867504796,6.670825025,9.171634189,4.589554834,5.89619573,10,8.75,6.37566335614879,5.433333333,10,8.331495674,5.072492,6.661153688,10,10,5,10,10
7.421894948,6.214455086,7.648990027,4.152708708,6.785759024,2.5,6.25,8.28175721036703,9.435555556,3.333333333,6.361018021,4.536836,3.083054064,5,10,7.5,10,10
8.26281869,7.872759542,9.719757191,8.16147955,3.401558902,10,9.761904762,10,9.044814815,10,9.849415045,8.420634921,9.7149118,10,10,10,10,10
8.684988938,7.202837087,9.400962589,8.356656451,7.360948939,10,9.702380952,10,9.039259259,10,9.86974018,7.914445,9.775887207,10,10,10,10,10
5.335284202,4.396605994,6.470970413,4.144156792,6.0183767,2.5,3.391120861,5,8.292592593,3.333333333,5.261850713,3.584558,9.118885472,0,0,0,0,0
7.48241511,7.71962115,9.422071602,6.807190472,7.112251085,10,9.25,9.25,6.174074074,10,9.452964547,6.768736,9.692226973,10,10,7.5,10,10
6.20776471,6.303648671,8.737763407,5.7371115,6.787930758,5,6.104166667,4.30642560255128,9.547222222,8.333333333,8.988932458,3.465524,9.355164677,10,10,2.5,9.874922796,9.849907355
7.017328008,6.519422851,7.293687348,5.305200695,6.985294118,7.5,7.494662085,5.5,7.540740741,8.333333333,7.110635658,4.504761905,6.665240307,5,10,7.5,10,10
7.040579901,6.902585562,6.943163351,4.94583654,7.057232957,7.5,6.446947548,7.75,7.494814815,10,8.359006308,4.711111111,8.040798875,5,9.356366367,5,8.958394426,6.866339458
7.408065617,7.079675855,8.976341351,3.775683661,6.201659112,7.5,8.395833333,7.02438199648954,6.658888889,6.666666667,8.531358852,3.435765,8.594076556,10,10,7.5,10,10
4.967241423,6.07974979,6.772420529,2.437106732,6.382352941,2.5,6.916666667,5.75,8.727407407,1.666666667,7.930567288,3.852386,6.158368531,10,10,7.5,10,10
7.449798349,7.672694782,7.667717934,4.685396474,5.508426047,5,8.75,9.84030514251385,9.286111111,10,6.5,4.938578,0,10,10,7.5,10,10
6.813875534,7.063202463,6.787110652,5.041336929,6.272377413,5,7.428571429,6.75,5.263333333,5,7.982275344,4.801587302,8.780159366,10,10,2.5,10,10
6.687992677,7.245208135,8.838718831,5.298983821,6.876376781,10,6.489854453,7,5.817962963,10,8.470860839,4.563492063,8.274906404,10,6.374764443,2.5,8.891419953,8.755529496
7.968029637,7.171478157,8.054567381,4.451428169,8.770664267,2.5,7.595238095,6,7.435555556,8.333333333,6.717910407,3.587301587,5.520397889,5,10,5,10,10
6.588028733,6.702069954,6.418858823,4.803279946,6.664177766,10,7.630952381,7,7.531111111,10,9.135501647,4.455555556,7.939550732,10,10,7.5,9.992688984,9.84208206
8.584499145,8.197690423,8.636457393,6.069695419,7.051108673,0,5.75,0.75,5.120925926,1.666666667,7.396634475,6.750793651,9.689903424,10,10,10,10,10
8.069761664,8.554476878,9.756184166,7.825436375,5.351363457,10,9.345238095,10,7.917037037,10,9.814328381,7.420634921,9.60965181,10,10,10,10,10
8.388109262,7.699527237,9.32354224,7.016540356,6.956840151,10,9.5,10,8.953703704,8.333333333,9.295604618,6.479365079,8.10350201,10,9.761145264,10,9.992568964,9.996178324
6.733924697,7.993257659,9.182537645,5.417091049,7.372014746,10,9.261904762,8.75,9.715185185,10,8.951947685,6.26984127,6.855843054,10,10,10,10,10
4.048325086,3.250722954,4.725226148,2.204355346,4.87728402,10,7.321428571,8.75,8.275555556,10,6.332441265,2.453968254,0,10,10,5,10,9.986618977
6.560864737,6.488363828,5.970470518,5.350398391,7.647058824,10,5.076507007,3.25,5.494074074,3.333333333,9.241992006,5.061904762,9.392642685,10,10,10,10,10
6.286496445,6.816534716,7.737141959,3.101459643,6.913187225,1.25,5.878805241,4.90776113546541,6.7808361306789,1.666666667,4.328790849,3.33161,7.40505498,0,0,2.5,0,2.573254507
6.875480838,6.990353217,8.970561065,5.786198139,7.3375,3.75,7.261904762,7.75,7.90962963,6.666666667,8.919497694,4.053968254,7.591826414,10,10,10,10,10
3.611441104,5.132305072,5.378742015,4.013004287,7.177941176,5,6.80952381,3.75,7.061111111,1.666666667,7.444192234,3.279365079,7.332576702,5,10,2.5,10,10
6.713490755,7.118942527,9.775259796,4.874882436,7.720415932,10,8.595238095,9,9.135185185,6.666666667,8.797517921,4.9,8.059220428,10,10,10,10,10
5.297134604,5.6896949,7.123253831,3.481856948,3.711635195,2.5,7.416666667,3.75,4.93462963,3.333333333,8.210057477,4.465447,9.695813839,5,7.582806399,5,9.773671011,9.815315545
5.388769911,6.210597302,5.671752324,3.585590842,4.964480234,5,6.702380952,3,7.023148148,3.333333333,8.363622803,3.812441,8.257535077,5,10,7.5,10,10
5.501450631,5.705816646,7.07373468,4.171251717,5.429127197,10,8.642857143,8.5,8.832962963,10,8.832282843,5.3,6.996848529,10,10,7.5,10,10
7.478011718,7.385841836,9.148882223,5.816239444,8.728674467,10,8.142857143,7.75,6.331481481,6.666666667,9.226346722,4.859971,9.012373499,10,10,7.5,10,10
8.267486116,7.661295492,9.406873126,8.005570506,6.699871774,10,9.452380952,9.25,9.129259259,10,9.797349416,7.8,9.558714916,10,10,10,10,10
7.56273055,7.840464427,9.585767272,8.004959015,5.2636016,10,9.333333333,10,8.616666667,10,9.826239235,7.7,9.64538437,10,10,10,10,10
6.973346613,6.540950836,6.454887706,5.82113439,4.962554618,10,4.963312455,3,5.330925926,5,8.70929763,4.3158,9.127892889,10,10,7.5,10,10
8.597797207,6.319259478,7.110323755,6.430820635,8.153730566,10,9.125,7.32133396538963,8.234722222,10,6.666666667,6.424465,0,10,10,7.5,10,10
8.956348896,7.888739197,8.545772855,5.232789497,6.840182722,5,3.441941025,5.75,6.52037037,6.666666667,7.371429036,6.084358,9.780953774,0,10,2.5,10,10
6.834040606,6.053917901,6.488340822,3.234701136,9.066396858,0,8.178571429,6.25,5.938333333,6.666666667,8.15443438,3.5,8.969280585,5,10,5,9.980508332,9.989604444
6.846717473,7.577420012,6.405610503,6.234476127,6.09927966,5,9.125,8.44750184397451,8.841666667,10,8.717039497,6.91422,6.151118492,10,10,7.5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
8.069788821,8.129634055,9.667113303,7.096518445,3.926230165,10,9.761904762,9.75,8.243333333,10,9.685358652,7.5,9.222742623,10,10,10,10,10
7.916251021,7.036681527,7.126603083,5.984330598,7.537984974,7.5,8.833333333,9.5,9.480555556,10,6.666666667,5.009618,0,10,10,6.63945144505637,10,10
6.887876784,5.846197068,6.891230938,4.160914556,6.206331143,7.5,9.047619048,10,9.803333333,5,7.64648106,4.50626,7.372776514,10,10,2.5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
5.709576185,6.961884938,8.489869856,4.079313031,6.29736336,10,7.177771525,9.5,9.601851852,10,8.031477231,3.7,5.094431694,10,10,5,10,10
7.45088891,7.530045184,8.092829561,5.138770993,5.285816509,10,8.75,8.75,7.792962963,6.666666667,9.089824753,6.1,9.446984371,10,10,7.5,10,9.945782781
7.872770618,6.996741456,8.433369603,6.571392886,6.232184645,2.5,7.44047619,6.25,8.487037037,6.666666667,7.439348324,6.2,3.984711638,10,10,10,10,10
5.029089386,7.108701972,8.202873399,5.179644421,6.753088647,10,8.235262396,9.5,9.42037037,10,6.162099986,5.5,0.319633291,5,10,10,10,10
7.835419707,7.718667826,8.176963398,5.877508633,5,2.5,6.104166667,2.17575110796612,6.20401737301826,8.333333333,8.743937947,6.587717,9.898480507,10,10,8.38431515977084,10,10
7.874119173,7.587366297,9.315043745,4.929759145,7.14178955,10,8.94047619,9.5,7.489259259,10,9.767996567,5.3,9.303989702,10,10,10,10,10
7.702132883,5.982081323,6.856236038,4.182451759,5.04588075,8.75,8.80952381,8.5,9.22,8.333333333,7.843125795,4.9,9.796044051,10,10,7.5,10,10
6.838874008,5.469394009,7.158662525,2.853556099,3.806593899,2.5,7.389652534,8.5,8.758888889,5,7.714617602,3.880462,8.45635123,10,10,2.5,8.267633902,9.336540643
5.971550929,7.02530484,9.248890132,4.76495387,7.878668456,10,8.178571429,7,8.201481481,8.333333333,9.547795869,3.8,9.262616312,10,9.403856471,7.5,10,10
6.718885677,6.143656256,6.779000527,3.414986158,7.107216215,3.75,7.714285714,7.75,8.852222222,3.333333333,8.553119992,3.4,8.372355144,10,10,5,9.935024157,10
8.658143088,7.617842408,9.122951396,8.123578452,6.203438051,10,9.476190476,10,9.657407407,10,9.710503438,7.7,9.29817698,10,10,10,10,10
6.809859224,6.575436495,6.852005118,6.048950017,6.346389177,10,8.9375,6.74202949367257,7.715277778,10,8.609107329,6.070753,5.827321987,10,10,6.519883303676,10,10
5.06971675,4.685894968,6.75765405,2.783661044,5.986524283,5,5.726190476,5.75,7.274444444,1.666666667,5.620100651,3.730815,2.097049616,10,6.723376822,2.5,7.3935952,9.865956325
5.231272042,5.044631955,6.107825348,2.551852439,5.899416974,5,6.369047619,6.5,7.709259259,6.666666667,6.264398143,3.458729,6.126527762,5,10,2.5,10,10
7.727995931,8.163642359,8.881328195,6.794013689,7.9961933,10,9.119047619,9.25,7.821851852,10,9.504858825,6.7,8.516908381,10,10,10,10,9.988340475
6.116270709,6.587098023,7.898296615,5.929876436,5.047098894,10,5.579723191,1.75,6.243333333,3.333333333,7.493329787,4.7,9.648550687,0,10,5,9.995288154,9.995238556
7.297401127,7.268761682,8.1514352,4.165893147,7.20031255,10,7.811209938,7.75,7.656666667,6.666666667,5.35825785,4.8,0,0,8.549058397,2.5,9.691136193,9.63367316
5.314618365,5.165759868,7.795889548,2.476052641,5.661866886,5,6.916930464,5.44490054181159,7.153888889,0,6.342123208,3.309082,4.288768899,0,9.795144209,2.5,9.750175865,9.976016883
5.549223083,5.054182422,4.594798419,2.551952062,4.639173384,5,6.166666667,7,8.146666667,8.333333333,7.406564543,3.93488,6.053026962,10,10,5,10,10
6.637964281,8.196462044,9.35202303,5.851661518,7.827877064,10,9.476190476,9,8.907037037,8.333333333,8.626228515,6.165984,5.878685544,10,10,10,10,10
6.410682175,6.357160809,6.507388213,2.790968221,6.436666533,7.5,5.942500407,9.5,8.334814815,3.333333333,6.463694164,3.8,4.948541564,5,9.441661018,2.5,9.633091526,9.971285424
7.118179665,7.561904576,9.511010011,5.549422191,4.781355185,10,9,9.5,7.657037037,10,9.848533007,5.6,9.545599022,10,10,10,10,10
7.307492363,8.114714333,9.495331594,6.425278476,6.999492913,7.5,9.44047619,9.5,8.02037037,10,9.72665102,7.118284,9.67995306,10,10,7.5,10,10
7.771347673,7.720339416,9.47664083,6.066958802,5.253105466,10,9.523809524,9.25,8.857037037,10,9.724837015,7.3,9.674511045,10,10,7.5,10,10
8.372497421,8.29203258,9.674421843,8.163627862,4.034841321,10,9.726190476,10,8.957037037,10,9.825808362,8.6,9.670420588,10,10,10,9.94016174,9.928194089
6.718459752,7.674368286,9.312645634,4.216463121,7.997537301,10,7.491955493,7.5,9.061111111,6.666666667,6.5,5.1,0,10,10,7.5,10,10
6.226223564,6.987165677,6.498798626,3.754695936,5.934584869,10,8.19047619,7.5,8.551851852,10,7.607458502,4.6,3.822375506,10,10,5,10,10
5.131131403,6.236709485,9.065523569,3.956108524,6.522602843,2.5,7.181734719,5.75,7.568518519,3.333333333,6.434045091,4.2,8.741291385,0,10,5,9.891343442,9.746209325
6.958783507,7.332544942,9.13308707,3.883946537,8.408358711,10,6.464285714,7.75,8.559259259,10,6.333333333,3.9,0,10,10,5,10,10
8.100444365,8.313831069,8.944641839,7.262351589,6.093270331,10,9.547619048,9.5,8.4,10,9.347610133,7.5,8.042830398,10,10,10,10,10
6.181883902,5.080931753,3.288189529,5.321143212,5.935001603,5,6.234184678,4,6.412592593,6.666666667,6.647753022,4.5,6.616423559,5,9.814910971,2.5,9.992596439,9.993336795
8.887514101,6.511044994,6.465607542,5.914317065,7.423331152,10,6.8125,5.02574413045188,6.740833333,8.333333333,9.13690094,4.343008,9.077369488,10,10,7.5,10,10
8.005826203,8.450325768,9.475963574,8.907111823,4.521618048,10,9.75,10,8.974074074,10,9.727852884,8.7,9.183558653,10,10,10,10,10
7.481154559,7.990442519,9.625064053,7.125388652,4.438010899,10,9.321428571,10,8.494074074,8.333333333,9.597392342,7,9.45945585,10,10,7.5,10,9.996939218
6.636268578,6.144167749,5.420098372,4.045291538,4.938345488,5,7.285714286,7.5,7.981481481,3.333333333,7.393210397,4.805554,6.512964523,10,10,5,10,10
7.630712481,7.527479852,8.11461549,5.677011969,6.240465748,5,4.214286742,6.88251600564979,8.961666667,8.333333333,6.713400342,4.805554,6.073534358,10,10,9.19317976529621,10,10
8.209450886,8.499631926,9.031399356,5.679127473,6.763982292,7.5,8.273809524,8.25,8.703703704,6.666666667,8.068281901,6,8.232372584,10,10,2.5,9.913978495,9.948387097
7.48863152,7.870262033,9.561734061,7.989253583,5.486786467,10,9.464285714,10,8.678333333,10,9.822863867,7.9,9.635258269,10,10,10,10,10
