"ef_regulation","ef_trade","ef_money","ef_legal","ef_government","pf_identity","pf_expression","pf_association","pf_religion","pf_movement","pf_ss","pf_rol","pf_ss_homicide","pf_ss_disappearances_disap","pf_ss_disappearances_violent","pf_ss_disappearances_organized","pf_ss_disappearances_fatalities","pf_ss_disappearances_injuries"
6.231873073,4.975526414,5.467539821,4.493332643,6.111710366,6.666666667,5.345813027,1.5,6.112037037,6.666666667,6.938759043,3.262294448,6.975355042,5,9.914412967,5,9.969188668,9.987675467
8.820329892,6.55345638,6.082058244,5.38498645,6.306118837,10,7.125,7.5,8.0325,8.333333333,8.86562257,4.298515984,9.096867711,10,10,7.5,10,10
7.774740584,8.320861247,9.540362847,8.875347422,4.458017582,10,9.702380952,10,9.167777778,10,9.785092646,8.61366421,9.355277938,10,10,10,10,10
7.457023375,8.430744553,9.740197523,6.965367807,4.192064126,10,9.369047619,10,8.116666667,10,9.665473209,7.07922649,9.506470087,10,10,7.5,9.99497477,9.954772932
6.649094286,5.846499791,5.97541618,3.848615508,5.555257253,3.333333333,6.214285714,4,7.747777778,0,8.038732871,4.360055254,6.782865279,10,10,5,10,10
7.029205305,7.65550578,9.221539007,5.276057721,7.563259865,5,4.321458329,6.58986997325128,9.591666667,6.666666667,6.160643405,4.161179856,6.348596882,5,10,5,10,10
7.986818311,8.644654518,9.105038905,6.605405142,7.753333923,8.333333333,8.714285714,8.5,8.325555556,8.333333333,8.469065655,5.735858548,8.917929458,10,10,5,10,9.946337537
7.386893688,8.08402168,9.607560551,7.731069391,5.552116096,10,9.428571429,10,8.474444444,10,9.882848122,8.1655418,9.648544367,10,10,10,10,10
6.571194629,6.379635207,6.845686319,5.230569138,7.03881231,7.5,8.904761905,7.5,7.715740741,10,9.007343553,5.828053945,9.326481275,10,10,7.5,10,9.977746923
6.487593056,8.030021981,9.70456678,5.905656277,3.945324319,6.666666667,8.488095238,10,9.272222222,10,8.979565703,5.822324089,9.620052898,10,10,5,10,9.926554382
6.706186161,8.161546855,9.588037728,4.311391909,9.460837951,8.333333333,8.285714286,7.5,9.375925926,10,6.333333333,4.087616226,0,10,10,5,10,10
6.484620028,4.703237411,7.51692259,2.996462747,6.399019608,1.666666667,5.595238095,9,8.955185185,3.333333333,7.034500431,3.017789584,6.470167959,10,10,7.5,10,10
5.760424917,6.175225907,6.336123793,3.323767451,5.151960784,8.333333333,7.083333333,7.64081815313229,7.738888889,10,7.00446366,3.047992325,6.180057647,10,10,5,10,10
6.724076391,6.485969032,8.032109547,4.345274303,5.473529412,5,8.208333333,8.03920084187477,9.463888889,10,7.230916666,4.21401523,2.192749999,10,10,7.5,10,10
7.00516655,8.008097749,8.162168961,2.467747955,7.277017551,9.166666667,8.321428571,10,9.577777778,10,7.772491982,3.29720209,5.984142612,10,10,5,10,10
6.704582056,7.38194125,9.212802075,3.971990105,9.014705882,10,6.452380952,8.5,8.965185185,8.333333333,5.942930878,3.369363447,0,10,10,7.5,10,9.977296504
9.418773617,9.484214007,9.382379764,8.081232232,8.62816061,10,8.738095238,8,8.133333333,10,9.394406659,7.796665917,9.849886644,10,10,9.12999531253804,10,10
7.531865342,8.36961372,9.489768262,6.099287471,5.317499416,10,8.976190476,9,8.592222222,10,9.634963802,6.00686528,9.404891405,10,10,7.5,10,10
8.043253331,7.133342502,7.205876488,8.323883837,5.43053475,10,9.595238095,10,8.653333333,10,9.9188128,7.768293543,9.756438399,10,10,10,10,10
6.201418684,5.567782585,6.896948068,4.718013298,7.761354613,5,8.024432601,7,6.709259259,6.666666667,7.376344748,4.383065707,8.535976819,0,9.877627085,5,9.874277932,9.880048781
6.281296219,7.263256503,9.264207419,4.543069083,7.727237501,5,7.523809524,7,5.538888889,6.666666667,8.930040329,3.973075851,9.799789219,10,10,7.5,9.975176163,9.97648268
5.065193063,2.988225223,6.75171612657636,4.400188416,7.103892851,1.666666667,4.953430098,4,4.256481481,0,7.11053477,3.864319254,9.012384625,0,10,2.5,9.94473571,9.984696043
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
8.156384194,8.849219856,9.62955724,8.039292779,5.909872175,10,9.547619048,7.5,6.969444444,10,9.685385831,7.89018958,9.556157493,10,10,7.5,10,10
7.410302538,8.265465459,9.524730263,5.771819104,6.300201822,10,7.042562817,10,8.203333333,1.666666667,8.255993949,6.823118869,9.405641046,10,0,2.5,8.011936496,6.299767518
7.333183047,8.265006774,9.794770968,5.716396032,5.119826425,10,9.071428571,9.5,7.135185185,10,9.893052446,6.638821359,9.681131375,10,10,10,10,9.990129816
7.8698735,7.113908432,8.426713845,4.809710533,7.431249695,8.333333333,9.571428571,9.5,9.437592593,8.333333333,6.328674728,5.03704302,0,10,10,5,10,9.930120922
7.782371441,7.815314456,9.533523675,7.60545112,4.842620665,10,9.261904762,7.5,8.031111111,10,9.681128678,7.487440662,9.876719368,10,10,10,10,10
7.483952898,7.891020832,9.490064934,4.621818545,8.19778565,3.333333333,6.666666667,5,6.650925926,6.666666667,8.164942038,5.700667345,9.200845106,10,10,7.5,9.962161227,9.841077152
7.958157039,6.073057961,8.982272846,5.617680593,7.51348763,10,6.369047619,4,5.573333333,5,8.975366918,4.52767037,7.932270301,10,10,5,9.980720168,9.988432101
7.276059845,6.610486546,8.985856671,4.814256462,7.823737368,6.666666667,8.369047619,7,7.12037037,6.666666667,6.928610461,3.588395616,7.996708257,0,10,5,7.718594002,8.227021624
7.257912231,7.735272534,9.560751838,6.235348199,6.940262522,10,9.023809524,9.5,8.712222222,8.333333333,9.457114653,7.736902777,9.704677292,10,10,7.5,10,10
7.484094077,6.889742163,8.303223163,4.973794928,6.194949463,1.666666667,7.134220608,4,6.218148148,5,8.20491568,5.204718809,9.281413707,10,10,7.5,10,10
6.924161226,7.478728999,8.675549446,4.18779266,7.552408819,8.333333333,6.217421029,6.22309352134011,6.465555556,5,8.112372331,3.897745768,8.503783661,5,10,2.5,10,10
6.306911065,6.821242614,7.164568536,5.85134468,8.480737223,10,5.797619048,0.5,7.45037037,5,8.343113504,4.045642632,7.196007178,10,10,7.5,10,10
8.032651758,8.493283966,9.288726708,6.612537664,6.644941918,10,9.30952381,10,7.721851852,10,9.57674582,6.454999395,8.73023746,10,10,10,10,10
5.863071386,6.769992955,9.713778392,3.911830449,8.651655963,3.333333333,8.297619048,9,7.826296296,6.666666667,6.195338489,4.456716242,8.286717474,10,2.504388948,2.5,3.158767691,0
7.64499071,6.642260363,7.728046078,5.474483236,4.871825753,7.5,7.729166667,9.27175801621892,6.7,10,5.5,4.788338759,0,10,10,5,10,10
8.087566363,5.553321368,9.139752482,4.654024189,8.452151166,4.166666667,7.208333333,6.87098473873372,9.091666667,6.666666667,8.202872283,4.058918393,8.70861685,10,10,7.5,10,10
5.410439201,4.701791188,5.986488526,3.208412898,4.75,0.833333333,4.916666667,2.5,8.737962963,5,5.27726086,2.793537793,8.998449247,5,0,0,0,0
8.421610623,8.048655106,9.409619275,6.436880798,7.232764397,10,9.380952381,10,8.403333333,10,9.284230173,6.518399432,7.852690518,10,10,10,10,10
7.743019592,8.574802048,9.485749759,8.371993305,4.723166199,10,9.761904762,10,9.012592593,10,9.904131225,8.035193702,9.712393676,10,10,10,10,10
8.325792628,7.912212702,8.316020556,5.370095936,6.256990093,10,7.348072954,8,9.216296296,6.666666667,8.756116541,3.330387021,9.364619409,10,10,7.5,10,9.518651068
6.047308503,6.763303637,8.04153987,2.885485292,8.461398061,7.5,8.238095238,5.5,8.209259259,10,8.234412104,4.87153065,6.925294149,10,10,7.5,9.9858696,9.737174553
6.364992902,6.031820081,5.79707997,4.734161752,6.778272306,6.666666667,7.604166667,7.34898344644527,7.839444444,8.333333333,8.768905416,5.642937982,9.306716248,10,10,7.5,10,10
8.622935379,7.55622078,6.847776156,5.868295964,6.626732383,3.333333333,6.916666667,4,6.672777778,5,8.604971599,4.3819217,9.155746692,10,10,10,9.988972703,9.973534486
6.487039036,6.96958232,6.93444108,3.692140169,4.970588235,5,7.869047619,7.5,6.242037037,8.333333333,5.305618111,4.130213304,5.638729609,5,6.246699011,2.5,7.582952766,7.394305177
7.955227163,8.533234653,9.627640954,7.041192579,5.82467217,10,9.44047619,10,7.296666667,10,9.812016824,6.97814018,9.436050473,10,10,10,10,10
6.492100971,6.577162373,7.001377614,3.251544197,5.097058824,0,6.077045949,5.5,7.153703704,8.333333333,5.818886343,3.872180918,6.023325695,5,10,5,10,10
8.002353428,8.546388406,9.580630767,6.400108714,7.562419136,5,9.30952381,9,9.022222222,6.666666667,9.242941498,6.534756058,9.395491159,10,10,10,10,10
6.961317846,7.563071462,8.062198455,4.237656407,7.403964978,10,7.679208539,8.5,7.166296296,10,6.462942927,4.167695139,3.556676134,0,10,7.5,9.997316623,9.996779948
7.082866499,7.446616321,7.834200481,4.400252839,6.496863557,10,7.44047619,6,7.647777778,8.333333333,8.685224302,4.050745896,8.722339573,10,10,5,10,10
7.06496443,7.215637045,8.530114618,5.579739169,8.223913415,10,8.238095238,8.5,9.901851852,10,8.69535989,5.037642144,7.086079669,5,10,10,10,10
7.613898116,8.408525382,8.579086685,5.047355603,6.181372549,10,8.041666667,8.8834972873297,8.086666667,10,9.112726511,5.228851599,8.725453022,10,10,7.5,10,10
6.084747973,6.605134282,7.35114932,5.433664464,5.941170373,3.333333333,7.244086918,5,6.587037037,8.333333333,8.41763021,3.729688058,9.586223962,10,10,5,10,10
5.580598951,6.485644015,6.497523006,3.960229479,6.216578352,10,7.75,2.5,7.386666667,8.333333333,8.609594621,3.840368206,8.63827767,10,10,5,9.730514832,9.555349473
5.822439452,5.106860729,6.614828244,3.421505587,5.811764706,5.833333333,7.390223351,7,8.59962963,1.666666667,7.922734665,3.069128719,9.052464611,5,8.838049421,2.5,9.89086652,9.849780975
7.787453575,6.850954471,6.733480343,6.262300196,6.111507114,8.333333333,8.2,7,8.22037037,10,6.992669937,5.339977489,3.144676479,10,10,7.5,10,10
6.769064805,6.72175188,6.425190279,4.380789895,7.933583159,10,6.595238095,5,7.040740741,8.333333333,9.289578462,4.268898498,9.211954592,10,10,7.5,10,9.950570629
8.159601866,8.746955141,9.799759814,8.114865143,3.8548965,10,9.726190476,10,7.469444444,10,9.736230756,8.230947831,9.708692267,10,10,7.5,10,10
8.952348674,8.810715312,9.454369003,8.732439914,6.425676329,10,9.523809524,10,9.67962963,10,9.868614098,7.901096822,9.605842293,10,10,10,10,10
7.189200704,7.584872563,8.88251821,4.29847834,8.55,9.166666667,7.154761905,4,8.888518519,8.333333333,8.033273591,3.546039218,6.508145914,10,10,7.5,9.722868723,9.06883891
6.858992403,5.70018294,6.78668291,3.346246161,6.282603382,4.166666667,5.392857143,5.5,8.194814815,6.666666667,7.477318093,4.070125247,8.222386047,10,10,2.5,9.808511347,9.905996479
7.394461084,6.034806514,7.94916721,3.479562638,7.049961669,3.333333333,8.154761905,9,9.322222222,6.666666667,4.356867606,3.945810993,6.060660057,0,0.970595032,2.5,0,7.412452108
7.529881176,7.161720659,9.629851113,8.692472189,5.081500613,10,9.75,10,9.105185185,10,9.924777573,8.639403595,9.77433272,10,10,10,10,10
8.18260235,8.05292499,8.776757391,5.69098087,4.533714916,0,5.345238095,2.5,6.612592593,6.666666667,8.356922801,6.017108185,9.737435069,10,10,7.5,10,10
6.194783267,5.821056741,6.213682864,3.367554404,7.877613538,1.666666667,6.770574646,9,6.65962963,5,5.316443409,3.227918697,7.137964362,0,4.544037968,2.5,5.672256182,6.34053518
6.77347282,8.584839613,9.24435925,5.318311463,7.502935166,10,8.511904762,8.5,8.122222222,10,8.060102333,4.637587145,4.180306999,10,10,10,10,10
7.047268577,7.065311297,7.804362555,4.101544427,5.387927178,7.5,8.625,6.15163920896417,5.897777778,10,7.9539205,3.840141357,6.861761499,10,10,7.5,10,10
6.155292129,6.996085254,9.270477872,3.727149301,8.215630793,10,6.916666667,7.5,9.055555556,8.333333333,7.919384475,4.079868426,6.471620967,10,10,5,9.796517933,9.96947769
7.715411577,8.416060456,9.382411359,4.725673173,7.385942541,9.166666667,8.110202632,9,7.588888889,10,8.376070817,4.341465016,7.318985861,10,10,7.5,9.956952246,9.922514042
7.451534788,7.084138097,9.365698225,4.565803545,8.551079901,5,8.048202731,8,9.051851852,8.333333333,7.006218764,4.052589107,6.101586089,5,8.434933598,2.5,8.428273741,8.55547701
7.694407976,8.035922413,9.708762766,5.991672157,5.731911692,10,8.857142857,9,7.144444444,10,9.901809884,7.430847285,9.705429652,10,10,10,10,10
7.236282608,8.388427043,9.815901357,6.99053755,5.58261683,10,9.511904762,9.5,8.990740741,10,9.882852928,7.033822624,9.648558785,10,10,10,10,10
8.397291541,7.942426715,9.11899588,6.413731325,6.537882662,0,7.071428571,2.5,5.941111111,3.333333333,8.560572432,6.640260098,9.848383963,10,10,10,10,10
7.781760321,8.515555155,9.433718805,5.96805495,7.015460735,10,8.892857143,10,9.540740741,10,9.801062141,6.435252282,9.403186424,10,10,10,10,10
6.616446173,6.088301994,8.951767604,4.795964112,6.495956272,10,6.156733592,5,6.166296296,3.333333333,7.447816113,4.180026367,5.475836354,0,9.612941205,5,9.844712938,9.880405785
8.235626156,6.68582067,9.483951992,7.006601352,5.736118149,9.166666667,6.30952381,2,6.055185185,6.666666667,8.587353047,5.251724426,8.491012667,10,10,5,9.970619406,9.717946293
7.758166026,6.207331839,8.479479333,5.284087085,5,0,5.969092823,2,5.968518519,0,7.77616825,5.541052716,9.401720257,10,10,5,9.783386071,9.850536389
5.863046912,6.90485643,7.149040985,4.073905486,7.13914365,2.5,8.214285714,10,9.32037037,6.666666667,7.825367023,4.733030865,7.049765915,10,10,5,9.839590573,9.958751862
6.531906475,7.659238856,7.72608183,4.82831294,6.823795206,10,8.869047619,8,8.891851852,10,9.375470934,4.56036263,9.459746135,10,10,7.5,10,10
7.334101837,8.12278329,9.103162354,5.423378182,7.292656457,5,7.604166667,6.96681752723687,9.402777778,7.5,6.568511806,5.280977681,3.137023613,10,10,9.27853308590086,10,10
5.108416749,6.178007569,7.269629075,3.878618157,7.579411765,8.333333333,7.5625,7.06806450062722,9.888888889,8.333333333,8.077321352,4.013078431,9.331964057,10,10,7.5,10,10
8.965926835,9.493861319,9.449403654,8.197614768,8.096631666,8.333333333,6.642857143,3.5,5.534814815,8.333333333,9.410183257,8.008330085,9.897216438,10,10,10,10,10
7.536101258,8.675335849,9.806386115,5.563311067,5.598829932,10,9.345238095,10,8.42962963,10,9.663992835,5.853419902,9.491978506,10,10,7.5,10,10
6.829182458,8.089776853,9.76875904,6.105373325,4.262028624,10,9.30952381,10,8.462962963,10,9.72387721,6.911395593,9.671631629,10,10,7.5,10,10
7.163798855,6.876645695,8.036641773,5.794806801,6.468290588,10,8.654733651,10,8.137962963,10,5.88326606,5.39788896,0,10,10,2.5,9.944994067,9.970663502
7.075596662,8.127582472,9.836030409,6.537476444,5.69010868,10,9.214285714,9.5,9.381851852,10,9.629649188,6.910047775,9.722280898,10,10,10,10,10
6.865968508,5.770277444,6.972241127,4.926786921,8.360659557,0,6.654761905,5.5,7.344444444,6.666666667,8.375323492,4.175937955,8.927440475,5,10,5,9.951855953,9.374127389
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
6.872144114,6.941271334,9.168292278,5.011702862,5.89619573,10,8.458333333,6.36650377448886,5.461111111,10,7.220384563,4.874605545,6.661153688,10,10,5,10,10
7.646744389,6.963085863,7.999256205,4.090740785,5.66884726,4.166666667,4.236309327,6.41858797182944,9.777777778,6.666666667,6.694351355,4.699031743,3.083054064,10,10,7.5,10,10
8.113083163,8.480945245,9.78276373,8.046021343,3.656058479,8.333333333,9.761904762,10,8.718148148,10,9.872030517,8.41687908,9.640843745,10,10,10,10,9.876239028
8.457909375,7.465689451,9.756705019,8.452174427,7.413801634,10,9.666666667,10,8.683703704,10,9.655795574,8.2195131,9.800720057,10,10,10,10,10
5.437804103,4.507844458,5.11957662,3.57484221,6.19874813,0,0.208333333,5.18130189005829,8.289444444,0,4.984072935,3.075799714,9.118885472,0,0,0,0,0
7.648199784,7.683109821,9.637296576,6.40678155,7.430398006,10,9.214285714,10,6.92037037,10,9.724331089,6.962947138,9.672993268,10,10,7.5,10,10
6.667822484,6.303725092,9.122283961,4.8787376,6.421754288,8.333333333,4.452380952,2,6.457407407,8.333333333,8.39031997,3.653300753,9.355164677,5,10,2.5,9.960140679,9.952168815
7.167054309,6.027669625,7.917369381,5.29668378,7.376720087,6.666666667,7.678571429,5,6.592592593,8.333333333,7.269085885,4.462172575,7.011957664,10,10,7.5,9.974474267,9.83535902
7.03992974,7.109121404,7.129216674,4.650483199,7.161670111,5.833333333,7.195302,4.5,8.598148148,8.333333333,8.383544225,4.103214317,8.451256952,10,9.668697221,5,9.06455686,8.096957863
7.471628331,7.073519847,8.794119093,3.54584201,6.538103054,6.666666667,8.395833333,9.18975426032448,6.830555556,5,8.473533085,3.341636918,8.420599254,10,10,7.5,10,10
6.290978853,6.016662047,7.099593407,2.824685615,6.705933232,5,8.273809524,8,9.22,6.666666667,8.033344298,3.788698335,6.400032893,10,10,7.5,10,10
7.55472586,7.913334932,8.592255895,4.48294116,5.227543694,6.666666667,8.666666667,9.86389206943808,9.380555556,10,5.944444444,4.929768865,0,10,10,7.5,10,10
6.821006097,7.33857165,6.969173601,5.158384631,6.091758615,4.166666667,8.30952381,8,6.712962963,8.333333333,7.708843359,4.743711266,8.780159366,10,10,5,8.713796513,8.851390374
6.594375435,7.348702568,9.03341211,4.798796819,6.593040745,10,5.024336598,4.5,4.430555556,10,9.06665262,3.920597443,8.274906404,10,10,5,9.835563243,9.789694042
8.001210713,7.473941047,8.708058158,4.721033926,7.663970588,5,7.916666667,7,8.495740741,8.333333333,6.458674541,3.482595633,5.392618579,5,2.583691878,5,10,10
6.603313682,6.138789893,5.926205082,4.270076232,6.612835464,10,5.904761905,5.5,5.925555556,8.333333333,5.851682155,4.52444824,7.464542925,0,0,0,0,4.61918437
8.050479055,8.219382374,8.736870471,5.982262572,6.792298167,0,6.380952381,0.5,5.588518519,3.333333333,8.185663589,6.607506322,9.73100697,5,10,10,9.963252318,10
7.920932093,8.46095126,9.751756908,7.829460808,5.586191711,10,9.25,10,8.352222222,10,9.878178133,7.70415375,9.637010675,10,10,10,10,9.987618621
8.580483668,7.573566263,9.389649401,7.099625454,6.407571091,10,9.321428571,10,8.861111111,10,9.396904139,6.732359679,8.216787809,10,9.892224508,10,9.981165448,9.99623309
6.459832383,7.58551911,9.052955378,5.54279262,7.060063341,10,9.357142857,7.5,8.792592593,10,8.399471418,6.676477177,6.86508092,10,10,10,10,10
3.044655458,3.211242002,3.186106972,2.002651071,4.93978402,10,5.154761905,6.5,7.334444444,8.333333333,6.332176618,2.208647649,0,10,10,5,9.989155793,9.993493476
6.615488412,6.177027192,6.199592661,5.024339617,7.604411765,10,5.184968664,1.5,5.881481481,3.333333333,8.630880895,5.091933476,9.392642685,5,10,10,10,10
5.215199693,7.011853522,8.741227798,4.442775005,8.291863696,0,4.157471536,5.27686447734245,7.04253187494132,0,3.971218,3.333410758,7.336599062,0,0,0,0,0.051941363
6.69112449,7.395211584,8.98316136,5.678792692,6.214705882,1.25,6.9375,7.159052292082,7.690277778,5,8.284707447,3.968259136,7.887455673,10,10,7.5,10,10
3.939092462,5.909121298,7.966798024,3.615583646,6.742647059,5,6.816666667,2.5,6.288703704,5,7.610858901,3.368454755,7.332576702,5,10,5,10,10
6.624513652,7.705770861,9.690942225,4.543782476,7.803358188,8.333333333,8.678571429,9.583333333,9.114444444,6.666666667,8.592582552,4.493650794,8.300775134,10,10,10,9.884862611,10
5.409524216,4.895672412,7.170856799,4.341494124,3.402811665,0.833333333,7.547619048,3.75,5.176481481,5,7.618575849,4.045818,9.499198744,5,8.721913461,5,9.139247841,9.754816052
5.313853883,5.949441031,6.727762005,2.990266391,5.270829402,6.666666667,6.630952381,3.333333333,6.760185185,5,8.297864524,7.304392,8.060260239,5,10,7.5,10,10
5.515308968,3.847959135,6.247636663,3.613184469,5.171984336,10,8.583333333,10,8.857037037,10,8.830924642,5.23968254,6.996848529,10,10,7.5,9.984328448,9.995298534
7.539028608,8.079646592,9.176610282,5.613137582,8.05464227,8.333333333,8.273809524,7.5,6.254074074,6.666666667,8.978256792,4.626112,9.129085135,10,10,7.5,10,9.861759545
8.201606453,7.564529171,9.252385596,7.874786085,6.721666025,10,9.404761905,9.166666667,9.253703704,10,9.858319676,7.680952381,9.576687196,10,10,10,10,9.991359161
7.563964685,7.815871955,9.628044927,8.002759788,5.129769001,10,9.333333333,10,8.518518519,10,9.90362699,8.236507937,9.710880971,10,10,10,10,10
7.075759965,6.914912129,6.767543008,5.21886866,5.033516824,8.333333333,5.167316091,3.333333333,5.445740741,5,8.963811377,4.016059,9.058100797,10,10,7.5,10,10
8.333128214,6.606395373,7.107396797,6.480818625,8.10367653,10,9.104166667,8.64694695216397,8.304166667,10,4.867458382,6.099166,0,10,10,4.28128292573539,10,8.939667055
8.634691406,7.674439695,8.711648195,4.824728756,6.786317363,3.333333333,4.488095238,5,6.47037037,6.666666667,6.947768247,5.637907,9.847956266,0,10,2.5,9.239781331,4.070294379
6.792259471,6.72471809,6.75422409,2.732879764,8.851304769,0,8.007414756,6.25,5.473148148,6.666666667,7.562000273,3.047619048,8.884822243,5,10,5,9.978845554,9.860380659
6.539793921,7.590740887,6.954955335,6.020520935,6.311353133,5,9.1875,8.15663111120198,9.036111111,10,8.300939085,6.69434,6.60187817,10,10,7.5,10,10
5.89813132566667,5.86889279266667,7.471385445,4.24206389233333,6.01634362966667,4.861111111,7.48015873,6.33333333333333,7.641358025,5.55555555566667,8.38285217766667,4.18771051933333,8.81231442166667,8.33333333333333,9.764676567,7.5,9.975373129,9.99671641733333
7.965960551,8.033785871,9.782221919,7.133099623,3.938828828,10,9.761904762,9.583333333,8.277407407,10,9.754891235,7.36031746,9.264673705,10,10,10,10,10
7.898943675,7.067357754,7.037076345,6.050810265,7.083060964,7.5,8.770833333,9.83354363575657,9.063888889,10,6.327697733,4.566594,0,10,10,4.21294025646565,10,5.932372792
7.135346541,6.789583545,7.071397977,4.884046143,6.33404513,10,9.035714286,10,9.803333333,5,7.697853758,4.269008,7.526894608,10,10,2.5,10,10
7.393625374,6.557418537,6.879804056,6.370887901,7.468850606,5,7.1875,6.56123035319651,7.527222222,6.666666667,8.58167802,5.503992,8.745034061,10,10,7.5,10,10
5.746139112,7.387005273,8.433004158,4.135959813,6.275304536,10,8.547619048,10,9.477777778,10,8.082936313,3.298412698,6.415475607,10,10,7.5,10,10
7.292134314,7.490854022,8.6033175,4.32070512,5.362286729,10,8.702380952,10,7.663333333,6.666666667,9.107643658,5.73015873,9.489597639,10,10,7.5,10,10
7.977734257,7.255420169,8.389032204,5.956903062,6.76159641,3.333333333,7.44047619,7.083333333,8.487037037,6.666666667,7.161570546,5.698412698,3.984711638,10,10,10,10,10
5.000385,7.134215169,8.127910055,4.618164849,5.383874289,10,8.348638052,10,9.39,10,5.7775582,4.746031746,0,5,10,10,9.996706333,10
8.003984009,7.564530903,8.180176622,4.98373812,5,2.5,6.104166667,4.634581910594,6.98214510573588,7.5,6.600939245,6.426511,9.802817735,10,10,7.5,10,10
7.807243775,7.778851837,9.427968174,4.662314357,6.98536096,10,8.904761905,10,7.324444444,10,9.799985531,5.098412698,9.399956593,10,10,10,10,10
7.4298038,6.600220664,6.992213015,3.71688526,5.066176471,10,8.726190476,9.166666667,8.651481481,8.333333333,8.338054644,4.512698413,9.714163933,10,10,7.5,10,10
6.198999302,6.514856754,7.940111201,3.239614578,5.911764706,5.833333333,7.464285714,8.333333333,8.832962963,5,7.64584773,3.599437,7.833375312,10,10,2.5,9.895835352,9.791670703
6.472671036,7.882490058,9.498814141,4.102885972,7.872060236,8.333333333,8.047619048,6.666666667,8.451851852,8.333333333,9.41465928,3.423809524,9.262616312,10,10,5,9.933434034,9.973373614
6.409617492,5.991979798,6.965601821,3.276220053,7.09545151,5,7.773809524,7.916666667,9.037037037,3.333333333,8.265675397,3.4,8.330359523,10,10,5,10,10
8.749576376,7.653907459,9.472106783,7.992167747,6.260228732,10,9.476190476,10,9.675925926,10,9.803075278,7.438095238,9.422501372,10,10,10,9.933622304,10
6.606878144,7.307339554,8.492782018,5.924220102,4.792010887,10,8.9375,8.63419431805854,7.397222222,10,7.92350021,5.935493,5.847000419,10,10,9.12218795118668,10,10
5.379191988,5.248145765,6.502095761,3.040806543,8.356053372,8.333333333,5.214285714,5.416666667,7.928703704,3.333333333,4.407102765,3.063782,2.097049616,10,0,0,1.110425626,6.844201097
5.359427198,5.080193795,6.151000478,2.399659852,5.957505209,5,6.416666667,6.25,7.709259259,6.666666667,6.361293294,3.063782,6.383879883,5,10,2.5,10,10
7.398029685,8.293174553,9.018667287,6.653033775,8.028427669,6.666666667,9.119047619,9.166666667,7.394444444,10,9.017382344,6.476190476,8.726448896,10,10,10,9.961824008,10
6.339815552,6.743224596,8.264236156,5.538750882,5.042687129,10,5.621083579,2.5,6.768888889,3.333333333,7.506958278,4.153968254,9.692217176,0,10,5,9.987230302,9.989391327
7.387053762,7.557939274,8.128414317,3.858540312,6.399849975,10,7.551263182,8.333333333,7.652962963,6.666666667,5.293657081,4.507936508,0,0,9.014285419,2.5,8.993162964,8.897407833
5.668537122,5.896516755,6.81446742,2.443894137,5.952308062,5,6.027444769,5.12408393974188,7.506666667,0,5.790720285,2.766195,4.581444641,0,3.115152661,0,9.373679876,9.79808187
5.696945351,5.36357641,4.974419039,2.223001609,4.46720087,9.166666667,6.651717246,6.25,8.157037037,8.333333333,8.140282978,3.5548,6.271019436,10,10,5,10,9.915814162
6.590923269,8.096070297,9.321567191,5.824613355,7.591183645,9.166666667,9.511904762,9.583333333,8.844444444,8.333333333,8.835628328,5.920614,6.506884985,10,10,10,10,10
6.533937643,6.339924338,6.85386593,4.120011428,5.664004106,10,8.178571429,9.166666667,8.607407407,5,6.37713385,3.963492063,5.347790283,5,10,2.5,9.954475744,9.963580596
7.277103721,7.677089631,9.262749194,5.552420546,4.732390173,10,9,10,7.77037037,10,9.830515481,5.388888889,9.569872968,10,10,10,9.843346949,9.765020423
7.239118073,7.695375681,7.285913208,6.059029968,7.062361938,8.333333333,9.369047619,9.583333333,7.822222222,10,9.681804406,6.813374,9.580381433,10,10,7.5,10,9.825158931
7.985085814,7.710023327,9.494342944,5.865710798,5.814569445,10,9.523809524,10,9.064814815,10,9.720066813,7.265079365,9.660200438,10,10,7.5,10,10
8.430164428,8.315412607,9.767030795,8.088986883,3.809770498,10,9.726190476,10,9.201481481,10,9.882523183,8.623809524,9.659442653,10,10,10,9.940634484,10
6.530771655,7.917257048,9.488800327,4.358247084,7.91878611,10,8.904761905,7.083333333,9.107407407,6.666666667,7.268157374,4.474603175,2.304472121,10,10,7.5,10,10
6.341814059,7.20594554,6.7962949,3.755891194,5.319878987,10,8.05952381,9.166666667,8.496296296,10,8.198101652,4.017460317,5.594304956,10,10,5,10,10
4.900296551,6.556386959,8.919387233,3.314027114,6.35255356,0,5.973637832,6.25,7.287037037,3.333333333,5.944790839,3.714285714,8.994684823,0,10,2.5,9.092799665,8.605638801
6.040907203,7.601285374,9.522214767,4.395091996,8.417604004,10,7.928571429,7.5,8.809259259,10,6.5,4.633333333,0,10,10,7.5,10,10
